param_0,param_1,param_2,param_3,param_4,param_5,TE0,TE1,TE2
4.945e-07,1.0172e-06,7.427e-07,1.968e-06,7.293e-07,1.3497e-06,0.4586,0.0132,0.1022
1.1141e-06,1.2141e-06,1.8259e-06,1.0824e-06,1.1124e-06,1.4658e-06,0.2804,0.0056,0.1488
1.2539e-06,1.9419e-06,2.1759e-06,5.522e-07,1.635e-07,1.09e-06,0.076,0.0147,0.0254
1.7492e-06,1.8933e-06,1.1379e-06,1.5526e-06,1.7602e-06,4.862e-07,0.1934,0.1154,0.0255
1.0167e-06,4.709e-07,8.077e-07,1.0676e-06,3.922e-07,1.2535e-06,0.2092,0.1455,0.0961
8.284e-07,5.792e-07,1.9215e-06,2.0763e-06,1.7257e-06,3.064e-07,0.2563,0.0591,0.0259
1.4431e-06,7.958e-07,5.517e-07,1.9285e-06,1.6113e-06,1.6102e-06,0.2992,0.0947,0.0548
3.246e-07,1.3851e-06,8.094e-07,3.501e-07,1.3539e-06,5.768e-07,0.4258,0.0831,0.1124
2.529e-07,9.991e-07,2.0401e-06,1.8778e-06,2.673e-07,1.9636e-06,0.1086,0.1776,0.0683
1.1567e-06,1.1545e-06,7.759e-07,8.622e-07,1.922e-07,9.218e-07,0.2219,0.1854,0.1557
2.793e-07,1.7126e-06,1.6407e-06,7.799e-07,2.1609e-06,2.1894e-06,0.1933,0.0204,0.0911
1.3127e-06,1.2483e-06,1.3348e-06,8.331e-07,9.713e-07,8.27e-07,0.3298,0.374,0.0844
1.8323e-06,1.2059e-06,1.0732e-06,8.417e-07,4.417e-07,1.9756e-06,0.1887,0.1363,0.3023
1.7492e-06,1.8933e-06,1.8457e-06,3.826e-07,1.1785e-06,5.549e-07,0.1101,0.0561,0.1384
1.8349e-06,1.5577e-06,1.6407e-06,7.799e-07,1.8717e-06,2.1894e-06,0.3147,0.0126,0.0129
1.733e-06,2.097e-07,2.379e-07,2.839e-07,1.635e-07,8.521e-07,0.0875,0.1359,0.184
1.2293e-06,9.814e-07,2.1992e-06,1.3434e-06,6.438e-07,6.134e-07,0.2801,0.1453,0.07
8.223e-07,5.379e-07,1.9215e-06,2.0763e-06,1.8136e-06,3.714e-07,0.2822,0.0591,0.0199
5.159e-07,1.9402e-06,1.002e-06,9.818e-07,1.2882e-06,1.5073e-06,0.2012,0.0309,0.1085
1.1628e-06,6.425e-07,1.098e-07,2.0251e-06,1.5748e-06,1.1526e-06,0.1599,0.0608,0.2251
1.294e-07,2.0136e-06,3.145e-07,1.0336e-06,1.7012e-06,1.177e-07,0.0295,0.0703,0.2376
1.537e-07,1.4906e-06,8.267e-07,1.7746e-06,6.657e-07,1.3236e-06,0.1402,0.0175,0.232
4.933e-07,3.037e-07,6.926e-07,1.304e-07,1.4217e-06,7.253e-07,0.1439,0.067,0.1197
9.541e-07,5.539e-07,1.3013e-06,1.4901e-06,1.4204e-06,5.218e-07,0.4688,0.0603,0.0152
8.5e-07,2.0444e-06,1.1006e-06,1.4901e-06,6.948e-07,5.218e-07,0.3729,0.1126,0.1062
9.966e-07,3.001e-07,1.6839e-06,1.215e-07,1.5098e-06,7.199e-07,0.0715,0.0324,0.0319
1.1806e-06,1.3788e-06,9.363e-07,2.844e-07,5.554e-07,4.595e-07,0.0714,0.2442,0.5809
1.3385e-06,1.61e-07,2.379e-07,2.83e-07,7.008e-07,8.5e-07,0.0149,0.1988,0.1031
2.354e-07,1.0137e-06,5.639e-07,3.886e-07,1.2055e-06,1.917e-07,0.3203,0.0876,0.1024
7.202e-07,9.809e-07,2.524e-07,1.0177e-06,1.268e-07,1.2271e-06,0.0549,0.0061,0.0093
1.0911e-06,6.449e-07,1.554e-06,8.997e-07,5.624e-07,1.7233e-06,0.472,0.0202,0.1737
1.6767e-06,2.532e-07,1.4375e-06,1.9381e-06,2.0982e-06,1.8768e-06,0.0679,0.0497,0.0451
6.603e-07,5.82e-07,1.2364e-06,3.677e-07,1.3997e-06,8.007e-07,0.5081,0.057,0.2853
1.4997e-06,1.8689e-06,3.24e-07,9.775e-07,1.2831e-06,1.1382e-06,0.156,0.1923,0.1811
1.0266e-06,1.423e-07,1.9912e-06,1.1143e-06,6.503e-07,2.1763e-06,0.2541,0.0243,0.032
1.84e-06,1.559e-06,3.137e-07,5.177e-07,1.0066e-06,1.4478e-06,0.13,0.0522,0.0111
1.795e-06,2.0985e-06,3.382e-07,1.0499e-06,4.46e-07,1.9756e-06,0.2094,0.06,0.0438
3.84e-07,1.6199e-06,3.137e-07,1.657e-07,1.0021e-06,1.4478e-06,0.1594,0.0424,0.0431
4.391e-07,1.9273e-06,5.565e-07,5.339e-07,5.874e-07,1.451e-06,0.655,0.0776,0.0005
1.3127e-06,1.2483e-06,1.3348e-06,8.47e-07,1.4123e-06,8.27e-07,0.2352,0.249,0.1375
4.391e-07,1.9273e-06,5.351e-07,5.339e-07,1.4104e-06,1.451e-06,0.42,0.0491,0.0409
1.2615e-06,2.1405e-06,1.0959e-06,5.349e-07,9.715e-07,8.407e-07,0.3007,0.087,0.0955
3.251e-07,6.45e-07,5.639e-07,2.0247e-06,1.7872e-06,1.906e-07,0.0928,0.002,0.2335
1.4997e-06,1.8754e-06,3.24e-07,8.685e-07,1.4259e-06,1.1382e-06,0.195,0.1088,0.2155
9.114e-07,1.9972e-06,7.473e-07,1.9652e-06,6.962e-07,5.218e-07,0.4063,0.1029,0.0022
1.0447e-06,1.1584e-06,7.849e-07,7.968e-07,3.553e-07,1.7338e-06,0.3486,0.2488,0.1287
6.603e-07,5.82e-07,1.1992e-06,3.677e-07,1.3735e-06,7.429e-07,0.5598,0.0529,0.2323
1.8323e-06,1.1635e-06,2.079e-06,8.417e-07,5.489e-07,1.9756e-06,0.2082,0.0609,0.2308
4.477e-07,1.61e-07,5.346e-07,2.83e-07,5.87e-07,8.5e-07,0.471,0.4703,0.0416
2.529e-07,9.991e-07,2.0401e-06,1.857e-06,1.995e-07,2.04e-06,0.0839,0.1742,0.0475
1.0165e-06,9.978e-07,8.075e-07,1.0676e-06,1.569e-07,1.2535e-06,0.2963,0.2032,0.075
1.1193e-06,1.2112e-06,2.0003e-06,2.844e-07,5.554e-07,4.595e-07,0.0133,0.152,0.0275
2.371e-07,1.9972e-06,3.328e-07,1.9524e-06,2.673e-07,1.1733e-06,0.076,0.3125,0.0118
9.978e-07,1.0269e-06,3.039e-07,1.968e-06,8.174e-07,1.1735e-06,0.3408,0.0221,0.1449
1.204e-06,2.2e-07,4.453e-07,9.933e-07,1.0336e-06,1.166e-06,0.1581,0.1767,0.0704
1.8289e-06,1.158e-06,7.977e-07,8.417e-07,1.959e-07,1.9686e-06,0.1522,0.1409,0.065
1.733e-06,1.977e-07,2.379e-07,2.839e-07,1.822e-06,8.521e-07,0.0235,0.0237,0.1369
6.603e-07,5.82e-07,1.2364e-06,3.677e-07,1.3997e-06,7.711e-07,0.529,0.0564,0.2565
4.391e-07,1.9273e-06,7.453e-07,2.026e-07,5.874e-07,1.451e-06,0.4538,0.0963,0.0211
1.1106e-06,1.2527e-06,1.3346e-06,8.329e-07,5.288e-07,1.4449e-06,0.2038,0.1181,0.358
3.657e-07,8.033e-07,8.094e-07,3.501e-07,1.6237e-06,5.768e-07,0.7007,0.0162,0.0301
1.6472e-06,9.024e-07,1.381e-07,3.393e-07,9.125e-07,1.8472e-06,0.0611,0.0457,0.1607
1.346e-06,2.0136e-06,2.383e-07,8.241e-07,6.891e-07,1.122e-07,0.3759,0.219,0.0506
2.822e-07,5.626e-07,8.346e-07,3.531e-07,9.567e-07,5.746e-07,0.7853,0.0644,0.0166
6.603e-07,1.4044e-06,1.2327e-06,5.298e-07,5.775e-07,7.293e-07,0.4414,0.0949,0.1829
1.9972e-06,1.9783e-06,3.368e-07,1.1603e-06,9.388e-07,1.1267e-06,0.3018,0.087,0.1387
1.1628e-06,9.71e-07,1.098e-07,1.4758e-06,1.5748e-06,1.1526e-06,0.2274,0.1229,0.1489
1.294e-07,2.0072e-06,3.145e-07,9.782e-07,1.7012e-06,1.177e-07,0.0289,0.0721,0.2359
4.986e-07,1.0642e-06,1.1553e-06,1.493e-06,7.279e-07,1.3497e-06,0.371,0.0017,0.128
1.8836e-06,9.704e-07,1.8768e-06,8.49e-07,1.1111e-06,2.0502e-06,0.3613,0.0352,0.0787
2.371e-07,9.955e-07,3.06e-07,1.755e-06,1.355e-07,1.1555e-06,0.0384,0.2676,0.0158
1.6779e-06,1.2046e-06,1.1023e-06,1.0455e-06,1.6173e-06,1.7329e-06,0.2062,0.0631,0.2063
1.3299e-06,1.9273e-06,2.128e-07,2.243e-07,7.012e-07,1.451e-06,0.0216,0.0026,0.0273
1.2083e-06,1.891e-07,4.453e-07,1.014e-06,1.1025e-06,1.0893e-06,0.1134,0.2184,0.0908
1.0409e-06,4.559e-07,7.94e-07,1.0035e-06,3.897e-07,1.2543e-06,0.2331,0.2159,0.0715
3.143e-07,1.0074e-06,9.758e-07,1.8778e-06,3.807e-07,1.9636e-06,0.2708,0.2786,0.0384
2.0016e-06,9.775e-07,1.0658e-06,4.212e-07,9.39e-07,1.1601e-06,0.2428,0.1419,0.2323
1.529e-07,2.0647e-06,1.7419e-06,1.0336e-06,1.6031e-06,1.947e-07,0.0157,0.0241,0.0312
1.8707e-06,1.1558e-06,2.1092e-06,1.0455e-06,1.5867e-06,1.7329e-06,0.1521,0.0376,0.1579
1.0303e-06,1.2063e-06,1.055e-06,8.489e-07,4.417e-07,2.1715e-06,0.2829,0.2037,0.2606
3.251e-07,1.0263e-06,5.444e-07,1.6344e-06,1.819e-07,1.906e-07,0.0391,0.0834,0.0514
1.0916e-06,5.478e-07,1.554e-06,8.997e-07,4.745e-07,1.8594e-06,0.477,0.0135,0.1374
1.0142e-06,9.828e-07,7.937e-07,1.0156e-06,1.956e-07,1.2543e-06,0.3414,0.2082,0.0631
1.1746e-06,1.3788e-06,9.363e-07,4.176e-07,5.123e-07,4.595e-07,0.1068,0.2449,0.5976
1.3166e-06,1.1567e-06,9.126e-07,1.0826e-06,9.662e-07,8.27e-07,0.5294,0.1038,0.2226
1.4021e-06,1.3775e-06,5.517e-07,1.9285e-06,1.3415e-06,1.6102e-06,0.2005,0.0358,0.0339
3.246e-07,5.566e-07,8.274e-07,3.67e-07,1.3532e-06,5.746e-07,0.6346,0.0263,0.0526
1.079e-07,2.945e-07,3.141e-07,2.82e-07,1.7129e-06,8.5e-07,0.1744,0.1406,0.3163
2.1118e-06,1.9758e-06,1.0911e-06,2.273e-07,5.895e-07,1.1373e-06,0.0677,0.0092,0.1216
7.67e-07,7.687e-07,1.3497e-06,3.677e-07,1.3845e-06,8.007e-07,0.5734,0.0284,0.2
6.603e-07,5.82e-07,1.1985e-06,3.677e-07,1.3735e-06,7.429e-07,0.5599,0.0529,0.2325
1.1009e-06,6.948e-07,1.5503e-06,9.047e-07,4.745e-07,8.823e-07,0.5891,0.1246,0.1569
2.359e-07,1.0022e-06,8.094e-07,1.7328e-06,1.6237e-06,5.116e-07,0.0886,0.0198,0.0055
2.822e-07,5.626e-07,1.2747e-06,3.428e-07,9.567e-07,5.746e-07,0.6473,0.1701,0.0185
1.5385e-06,1.8809e-06,9.335e-07,2.844e-07,5.554e-07,1.1836e-06,0.1001,0.0366,0.1259
9.541e-07,1.1747e-06,1.3013e-06,1.1828e-06,1.4204e-06,4.694e-07,0.2606,0.1379,0.1022
1.3377e-06,1.2527e-06,1.3346e-06,8.329e-07,5.327e-07,1.4499e-06,0.1629,0.1193,0.4221
1.0123e-06,1.597e-07,2.379e-07,2.839e-07,1.57e-07,1.2616e-06,0.2212,0.0718,0.0456
9.768e-07,1.9255e-06,5.565e-07,5.339e-07,5.874e-07,2.1288e-06,0.3723,0.0754,0.002
1.346e-06,1.9079e-06,3.065e-07,8.241e-07,6.891e-07,1.1385e-06,0.3944,0.0545,0.044
4.391e-07,1.9194e-06,5.565e-07,5.339e-07,5.874e-07,1.451e-06,0.6551,0.0773,0.0005
1.0955e-06,4.71e-07,1.5669e-06,4.191e-07,2.931e-07,5.665e-07,0.2859,0.0868,0.0494
1.0165e-06,9.978e-07,8.079e-07,1.0831e-06,1.569e-07,8.411e-07,0.2233,0.2607,0.0714
1.4757e-06,5.461e-07,1.3041e-06,8.308e-07,1.6505e-06,8.21e-07,0.393,0.0589,0.1221
6.603e-07,5.82e-07,1.2364e-06,3.605e-07,1.3997e-06,5.913e-07,0.6621,0.0574,0.052
1.1828e-06,1.14e-07,5.346e-07,2.83e-07,5.864e-07,8.519e-07,0.0449,0.1034,0.1506
1.3198e-06,1.831e-07,3.141e-07,2.82e-07,9.912e-07,8.278e-07,0.038,0.0422,0.0902
6.603e-07,6.366e-07,1.1992e-06,1.332e-07,1.3735e-06,7.285e-07,0.3876,0.1042,0.2177
1.7641e-06,1.1198e-06,1.0732e-06,8.518e-07,4.279e-07,1.9756e-06,0.1826,0.162,0.2491
1.2151e-06,1.891e-07,4.44e-07,8.959e-07,1.1247e-06,9.828e-07,0.1664,0.2162,0.0927
2.7e-07,5.596e-07,8.048e-07,3.567e-07,5.185e-07,5.746e-07,0.826,0.1165,0.0527
2.039e-06,9.814e-07,1.2344e-06,1.4093e-06,8.423e-07,6.539e-07,0.3626,0.2582,0.0026
1.2045e-06,1.3131e-06,9.37e-07,4.176e-07,5.123e-07,4.595e-07,0.0973,0.3781,0.5088
4.385e-07,1.61e-07,5.383e-07,1.785e-07,5.87e-07,1.6417e-06,0.2951,0.0116,0.0284
3.669e-07,7.966e-07,3.06e-07,3.517e-07,2.673e-07,1.2207e-06,0.1817,0.0481,0.0746
1.3127e-06,1.2483e-06,8.377e-07,8.573e-07,1.4123e-06,8.27e-07,0.3955,0.0218,0.4004
1.1599e-06,1.3667e-06,3.267e-07,9.775e-07,1.2831e-06,4.078e-07,0.2377,0.0266,0.0944
1.1144e-06,5.401e-07,9.125e-07,1.4952e-06,5.237e-07,1.4642e-06,0.4933,0.0848,0.1319
1.0894e-06,1.1567e-06,9.126e-07,1.0826e-06,9.622e-07,8.22e-07,0.6482,0.0715,0.2067
1.7009e-06,3.521e-07,1.8585e-06,2.159e-06,6.171e-07,1.6984e-06,0.223,0.1318,0.1403
1.3428e-06,1.0515e-06,8.075e-07,1.0676e-06,1.641e-07,8.419e-07,0.2013,0.0926,0.2046
4.667e-07,1.2081e-06,1.1555e-06,8.489e-07,4.417e-07,1.4905e-06,0.3136,0.0259,0.2173
2.371e-07,1.0217e-06,2.378e-07,1.7343e-06,3.043e-07,1.424e-07,0.0623,0.0237,0.095
1.1707e-06,1.3774e-06,9.235e-07,8.918e-07,4.73e-07,1.7415e-06,0.2476,0.1463,0.2669
1.3166e-06,1.1567e-06,9.122e-07,1.0671e-06,9.662e-07,1.2395e-06,0.4751,0.0073,0.191
2.0016e-06,9.775e-07,9.729e-07,4.212e-07,9.39e-07,1.1601e-06,0.2792,0.1517,0.177
9.518e-07,1.2561e-06,1.2473e-06,1.5064e-06,1.4373e-06,5.278e-07,0.2788,0.1679,0.091
1.1567e-06,1.1545e-06,7.759e-07,8.694e-07,1.922e-07,9.218e-07,0.2232,0.183,0.1533
4.455e-07,1.4741e-06,9.363e-07,2.964e-07,6.615e-07,4.575e-07,0.4161,0.2122,0.248
1.214e-07,1.3644e-06,1.3348e-06,8.331e-07,1.6931e-06,8.493e-07,0.1392,0.0908,0.0283
2.0192e-06,9.268e-07,1.2344e-06,1.3434e-06,8.271e-07,6.575e-07,0.4411,0.1904,0.0351
4.34e-07,8.033e-07,8.094e-07,3.4e-07,1.6419e-06,5.768e-07,0.7642,0.0142,0.0301
1.0843e-06,6.449e-07,1.5553e-06,1.0178e-06,5.402e-07,1.5602e-06,0.4559,0.0062,0.2179
1.1228e-06,1.2557e-06,1.3644e-06,8.292e-07,9.67e-07,1.4449e-06,0.3261,0.0869,0.3188
1.7009e-06,3.521e-07,1.8617e-06,1.9601e-06,2.975e-07,1.7595e-06,0.1805,0.0021,0.3727
1.0298e-06,1.2063e-06,1.055e-06,8.489e-07,1.4517e-06,2.1865e-06,0.3844,0.1028,0.1935
6.603e-07,1.4138e-06,1.2327e-06,5.359e-07,5.833e-07,7.251e-07,0.45,0.096,0.1787
2.26e-07,1.9972e-06,3.328e-07,1.9524e-06,5.869e-07,1.3763e-06,0.3706,0.1613,0.0411
1.2823e-06,1.1981e-06,1.3348e-06,8.47e-07,4.131e-07,8.27e-07,0.0882,0.1471,0.342
5.126e-07,6.954e-07,8.075e-07,3.402e-07,6.615e-07,4.603e-07,0.9545,0.0312,0.0007
6.728e-07,5.401e-07,9.363e-07,2.844e-07,1.3393e-06,4.595e-07,0.6056,0.0395,0.0118
2.7e-07,5.596e-07,9.497e-07,3.567e-07,5.851e-07,5.575e-07,0.7373,0.1657,0.0824
1.0488e-06,1.3332e-06,1.0174e-06,6.515e-07,4.422e-07,8.699e-07,0.187,0.1976,0.4617
1.7641e-06,1.1198e-06,1.0732e-06,8.991e-07,4.279e-07,9.534e-07,0.2634,0.1776,0.2249
4.391e-07,1.9194e-06,5.565e-07,1.2175e-06,8.784e-07,1.451e-06,0.2298,0.1326,0.1612
1.1143e-06,1.3243e-06,9.223e-07,1.5456e-06,1.4123e-06,1.5632e-06,0.235,0.1903,0.0186
1.3377e-06,5.529e-07,1.3305e-06,8.329e-07,5.327e-07,5.813e-07,0.4305,0.009,0.0553
1.067e-06,1.2527e-06,1.3346e-06,3.285e-07,9.57e-07,6.034e-07,0.0431,0.3311,0.2022
1.3127e-06,1.2483e-06,1.3348e-06,8.256e-07,7.143e-07,7.89e-07,0.2694,0.2857,0.2006
1.0447e-06,1.1651e-06,7.843e-07,7.968e-07,3.553e-07,1.7338e-06,0.3469,0.246,0.1292
1.206e-06,1.382e-06,9.37e-07,4.176e-07,5.123e-07,4.595e-07,0.1113,0.2187,0.618
1.4274e-06,1.2483e-06,1.3348e-06,9.045e-07,9.713e-07,8.899e-07,0.3417,0.3581,0.0902
3.143e-07,1.38e-07,9.758e-07,1.0009e-06,3.807e-07,1.9681e-06,0.2198,0.1394,0.1057
5.961e-07,5.87e-07,1.3308e-06,1.34e-07,1.4855e-06,7.285e-07,0.3678,0.0946,0.1484
2.556e-07,5.627e-07,1.2747e-06,3.428e-07,5.091e-07,4.288e-07,0.4623,0.1193,0.1534
1.3127e-06,1.2483e-06,8.377e-07,1.0623e-06,1.4123e-06,8.27e-07,0.3426,0.0026,0.4485
1.826e-06,3.928e-07,1.8589e-06,2.0094e-06,5.878e-07,1.6112e-06,0.2824,0.0363,0.2697
6.603e-07,5.85e-07,1.1992e-06,4.361e-07,1.4131e-06,7.429e-07,0.6114,0.0438,0.212
1.9109e-06,6.194e-07,1.0732e-06,2.788e-07,3.994e-07,1.9756e-06,0.1876,0.0342,0.0235
1.1806e-06,1.9542e-06,9.363e-07,2.844e-07,5.576e-07,5.988e-07,0.1028,0.0726,0.1163
2.371e-07,1.0232e-06,3.06e-07,1.7343e-06,3.565e-07,1.1555e-06,0.1029,0.3584,0.0106
5.874e-07,1.5819e-06,9.383e-07,2.962e-07,1.6419e-06,2.603e-07,0.2797,0.219,0.2465
1.1682e-06,1.4206e-06,1.2207e-06,3.677e-07,5.895e-07,7.429e-07,0.0817,0.1103,0.4588
4.817e-07,1.61e-07,5.355e-07,2.83e-07,5.002e-07,8.671e-07,0.654,0.2423,0.0846
1.1009e-06,6.623e-07,1.533e-06,9.776e-07,4.739e-07,2.1693e-06,0.4363,0.0475,0.1658
1.3127e-06,1.2483e-06,8.377e-07,8.519e-07,1.4123e-06,1.9086e-06,0.3298,0.0582,0.0735
2.0192e-06,9.268e-07,1.2344e-06,5.403e-07,5.841e-07,6.575e-07,0.2184,0.2274,0.0337
1.3128e-06,5.401e-07,1.0812e-06,1.024e-06,5.237e-07,8.453e-07,0.5852,0.0016,0.132
2.822e-07,1.2624e-06,8.388e-07,3.531e-07,9.567e-07,1.4433e-06,0.4261,0.0381,0.1152
3.258e-07,5.626e-07,1.2747e-06,8.472e-07,5.285e-07,1.416e-06,0.4882,0.0165,0.0484
1.1746e-06,1.4097e-06,9.036e-07,4.176e-07,5.123e-07,4.595e-07,0.1227,0.1849,0.5806
8.5e-07,2.0444e-06,1.1869e-06,1.4977e-06,9.519e-07,5.129e-07,0.3561,0.0995,0.0484
1.0894e-06,1.1567e-06,9.126e-07,1.0969e-06,7.975e-07,8.22e-07,0.6195,0.1284,0.1008
2.822e-07,5.559e-07,8.352e-07,3.531e-07,9.567e-07,5.746e-07,0.7805,0.0673,0.0171
1.1731e-06,1.3099e-06,9.363e-07,4.176e-07,5.123e-07,4.595e-07,0.0927,0.4064,0.4856
1.1009e-06,4.854e-07,1.5503e-06,8.333e-07,4.745e-07,8.823e-07,0.2877,0.0228,0.2803
1.2083e-06,9.813e-07,4.453e-07,1.8909e-06,1.1025e-06,1.1001e-06,0.2017,0.3747,0.0174
4.328e-07,1.9194e-06,5.176e-07,5.336e-07,5.874e-07,1.353e-06,0.6493,0.0789,0.012
2.7e-07,5.596e-07,8.048e-07,3.567e-07,9.661e-07,5.746e-07,0.7851,0.0584,0.0216
1.3127e-06,1.2178e-06,1.3348e-06,8.562e-07,1.4123e-06,8.27e-07,0.2443,0.2395,0.1314
4.477e-07,1.501e-07,5.374e-07,2.052e-07,2.966e-07,8.835e-07,0.8031,0.0667,0.0835
1.9475e-06,1.1168e-06,1.0732e-06,8.518e-07,3.883e-07,1.9756e-06,0.181,0.1481,0.2335
5.079e-07,1.2206e-06,1.3497e-06,8.133e-07,1.4433e-06,8.007e-07,0.4111,0.1272,0.0506
1.0002e-06,1.4182e-06,1.1006e-06,1.4901e-06,2.96e-07,5.188e-07,0.1192,0.1286,0.258
1.1144e-06,5.125e-07,9.125e-07,1.4952e-06,5.237e-07,1.4642e-06,0.5035,0.0726,0.1331
4.405e-07,1.2557e-06,5.58e-07,8.292e-07,5.895e-07,1.4449e-06,0.6488,0.0461,0.0136
1.1806e-06,1.3788e-06,9.363e-07,2.767e-07,5.556e-07,4.595e-07,0.0688,0.2466,0.5789
1.13e-06,1.61e-07,1.3411e-06,2.817e-07,1.0474e-06,8.5e-07,0.0811,0.0176,0.0365
1.1731e-06,1.3099e-06,8.399e-07,4.31e-07,4.683e-07,4.711e-07,0.1221,0.3328,0.4791
2.98e-07,5.626e-07,5.167e-07,3.531e-07,4.95e-07,8.684e-07,0.831,0.1408,0.023
4.308e-07,1.9194e-06,5.565e-07,5.412e-07,9.564e-07,1.451e-06,0.506,0.0746,0.0361
1.2823e-06,1.1981e-06,1.3348e-06,8.597e-07,4.151e-07,8.501e-07,0.0899,0.141,0.3554
1.3001e-06,1.2403e-06,1.5503e-06,9.037e-07,4.714e-07,8.823e-07,0.1766,0.0437,0.0512
1.3128e-06,5.401e-07,1.1211e-06,3.696e-07,5.227e-07,7.185e-07,0.2159,0.0162,0.2634
6.603e-07,3.405e-07,1.1805e-06,3.677e-07,1.364e-06,7.429e-07,0.289,0.1012,0.0919
1.3101e-06,1.1567e-06,1.3329e-06,1.0969e-06,7.975e-07,8.22e-07,0.355,0.3191,0.0372
1.8323e-06,1.2014e-06,4.756e-07,1.849e-06,1.1066e-06,1.0634e-06,0.194,0.3038,0.0109
1.1806e-06,1.4103e-06,9.017e-07,2.738e-07,6.29e-07,4.595e-07,0.0897,0.1696,0.5166
1.3127e-06,1.6892e-06,8.377e-07,8.573e-07,1.4123e-06,8.27e-07,0.4208,0.0057,0.1734
1.1918e-06,1.2483e-06,1.3472e-06,9.045e-07,9.713e-07,8.899e-07,0.389,0.3346,0.0634
1.0447e-06,5.141e-07,8.016e-07,7.979e-07,2.968e-07,7.279e-07,0.4318,0.1472,0.3049
5.874e-07,1.5819e-06,9.833e-07,2.962e-07,1.4708e-06,1.5035e-06,0.3019,0.0513,0.1369
1.3127e-06,1.2483e-06,8.394e-07,3.787e-07,5.239e-07,7.89e-07,0.1312,0.1308,0.2937
1.181e-06,1.3788e-06,9.363e-07,2.767e-07,5.556e-07,4.595e-07,0.0689,0.2463,0.5792
1.4856e-06,2.071e-07,1.3348e-06,2.862e-07,9.659e-07,8.937e-07,0.0181,0.0489,0.2499
3.143e-07,1.0016e-06,1.4164e-06,3.603e-07,9.345e-07,1.9636e-06,0.395,0.0106,0.1766
1.2083e-06,1.5394e-06,8.445e-07,1.9113e-06,5.601e-07,1.0951e-06,0.3066,0.0234,0.2365
2.987e-07,1.2757e-06,8.346e-07,3.531e-07,9.567e-07,1.4457e-06,0.427,0.0399,0.1032
1.0504e-06,8.367e-07,8.018e-07,6.862e-07,4.422e-07,8.699e-07,0.6543,0.189,0.0424
1.338e-06,5.401e-07,1.0812e-06,7.65e-07,5.237e-07,8.453e-07,0.4144,0.06,0.2054
1.3127e-06,1.2483e-06,1.0062e-06,8.573e-07,1.3653e-06,8.27e-07,0.3323,0.134,0.4359
1.3127e-06,1.2483e-06,9.342e-07,1.0646e-06,1.4562e-06,8.154e-07,0.3104,0.0371,0.4761
4.658e-07,1.61e-07,8.535e-07,2.83e-07,9.619e-07,5.733e-07,0.1724,0.0781,0.0105
1.1457e-06,1.2527e-06,1.3346e-06,3.212e-07,5.88e-07,6.034e-07,0.0206,0.2935,0.1997
4.477e-07,1.61e-07,5.346e-07,2.703e-07,5.85e-07,8.269e-07,0.4814,0.4786,0.0263
1.1135e-06,7.028e-07,1.3348e-06,8.266e-07,7.173e-07,7.89e-07,0.6885,0.0717,0.1137
2.7e-07,5.013e-07,9.497e-07,1.0111e-06,5.861e-07,5.575e-07,0.3902,0.0856,0.2599
4.52e-07,1.4741e-06,9.544e-07,2.886e-07,6.71e-07,4.575e-07,0.4123,0.2034,0.2623
1.092e-06,1.2178e-06,9.145e-07,8.562e-07,1.4123e-06,4.083e-07,0.2395,0.4822,0.0132
1.2083e-06,9.858e-07,1.0429e-06,8.837e-07,4.419e-07,2.0122e-06,0.3579,0.1985,0.1213
1.1746e-06,1.3781e-06,9.383e-07,4.204e-07,5.123e-07,4.595e-07,0.1069,0.2472,0.598
1.3377e-06,1.2527e-06,1.3346e-06,7.585e-07,5.327e-07,1.4499e-06,0.1492,0.1222,0.4302
1.4162e-06,1.3788e-06,9.239e-07,2.844e-07,5.554e-07,4.595e-07,0.0995,0.0563,0.6397
6.603e-07,1.2293e-06,1.1825e-06,4.35e-07,1.4719e-06,1.3116e-06,0.3083,0.0605,0.3581
4.817e-07,1.61e-07,5.355e-07,2.83e-07,5.002e-07,8.148e-07,0.6453,0.2906,0.0505
1.1106e-06,1.2527e-06,1.2801e-06,8.329e-07,4.752e-07,3.968e-07,0.0828,0.1774,0.4472
2.7e-07,5.596e-07,1.3003e-06,8.037e-07,7.088e-07,5.746e-07,0.4116,0.1336,0.0733
1.2056e-06,1.3483e-06,9.371e-07,4.176e-07,5.123e-07,4.595e-07,0.1047,0.2917,0.5745
3.896e-07,1.1754e-06,5.346e-07,9.013e-07,6.374e-07,8.462e-07,0.6929,0.0342,0.0652
1.1894e-06,1.3099e-06,9.978e-07,4.176e-07,5.123e-07,4.595e-07,0.0776,0.3924,0.5114
1.067e-06,1.2584e-06,8.941e-07,1.8463e-06,4.032e-07,6.034e-07,0.2288,0.2631,0.1254
1.1806e-06,9.56e-07,4.422e-07,2.844e-07,1.0978e-06,4.644e-07,0.0974,0.0961,0.3256
1.1228e-06,4.833e-07,1.316e-06,8.292e-07,9.67e-07,6.314e-07,0.5522,0.1523,0.0019
1.0149e-06,1.3467e-06,8.075e-07,1.0615e-06,1.569e-07,1.2535e-06,0.1413,0.1788,0.0503
1.3126e-06,1.2527e-06,1.3346e-06,1.0393e-06,5.233e-07,1.4499e-06,0.1795,0.1004,0.3127
4.477e-07,1.61e-07,5.419e-07,1.932e-07,5.976e-07,8.5e-07,0.5205,0.4293,0.0327
